"reefName","cotsPerTowMean","cotsPerTowMedian","cotsPerTowMax","nObs","x","y","train"
"Mystery Reef (21-258)",0.00409836065573771,0,0.0163934426229508,4,152.01708984,-21.37743568,TRUE
"Nathan Reef (17-035)",0.111624892460799,0.00304878048780488,0.89873417721519,10,146.51774597,-17.52473259,TRUE
"No 10 Patches (No 2) (14-152)",0,0,0,11,145.68173218,-14.93192387,FALSE
"No Name Reef (14-139)",0,0,0,31,145.64628601,-14.64376545,TRUE
"Noggin Reef (17-008)",0.0200517946537407,0,0.142857142857143,14,146.46858215,-17.12631226,TRUE
"Noreaster Reef (17-062)",0.895371913502105,0.0374331550802139,3.27142857142857,6,146.65055847,-17.77948189,TRUE
"Norman Reef (16-030)",0.00451388888888889,0,0.0625,20,145.99674988,-16.42810822,TRUE
"Normanby-Mabel Reef (17-012)",0.00588235294117647,0,0.0882352941176471,15,146.07714844,-17.20950317,TRUE
"North Direction Reef (14-143)",0.0872963465455726,0,0.714285714285714,30,145.51068115,-14.74591541,TRUE
"North Reef (North) (23-045a)",0,0,0,10,151.90402222,-23.18507195,TRUE
"North West Island Reef (23-049)",0,0,0,4,151.77075195,-23.29514885,TRUE
"Nymph Reef (14-115)",0.156659765355418,0,0.80952380952381,6,145.25215149,-14.65499687,TRUE
"Obstruction Reef (21-552)",0.915314401622718,0.5,2.8448275862069,6,152.46665955,-21.96283913,TRUE
"Ogilvie Reef (13-076)",0.00409836065573771,0,0.0163934426229508,4,143.79095459,-13.52589226,TRUE
"Old Reef (19-048)",5.8497435116017,0.161764705882353,21.9194630872483,5,148.08943176,-19.38344193,TRUE
"One Tree Island Reef (23-055a)",0.0600105327471667,0,1.24242424242424,26,152.06114197,-23.4956665,FALSE
"Opal Reef (16-025)",0.0896895579369255,0,2,24,145.8896637,-16.22089005,TRUE
"Osborne Reef (13-006)",0.0583909490886235,0,0.351351351351351,10,143.62623596,-13.04178429,TRUE
"Osterlund Reef (15-078)",0.178502879078695,0,0.714011516314779,4,145.53218079,-15.55632114,TRUE
"Otter Reef (18-018)",0.0327456652657242,0.00253807106598985,0.183333333333333,6,146.55886841,-18.05222702,TRUE
"Outlier Reef (19-120)",0,0,0,5,149.35287476,-19.54730606,TRUE
"Oyster Reef (16-043a)",0.0273095698627614,0,0.276595744680851,11,145.93276978,-16.63996506,TRUE
"Packer Reefs (20-145)",0.0034965034965035,0,0.0384615384615385,11,150.20411682,-20.47503471,FALSE
"Pasco Reef (15-018)",0.158937198067633,0,0.739130434782609,5,145.53305054,-15.04456997,FALSE
"Pearson Reef (11-211)",0.0622561154560465,0,0.294117647058824,11,143.71586609,-11.56678677,TRUE
"Peart Reef (17-024)",0.257539192833311,0,3.24786324786325,17,146.39112854,-17.48226547,TRUE
"Pelican Island Reef (13-107)",0,0,0,6,143.84161377,-13.91487694,TRUE
"Pellowe Reef (16-070)",0,0,0,6,146.35768127,-16.85753441,TRUE
"Penrith Reef (21-025)",0,0,0,5,149.89796448,-21.01667213,TRUE
"Pickersgill Reef (15-093)",0.142463078391979,0,2.00502512562814,24,145.57443237,-15.87277699,FALSE
"Pike Reef (21-549)",0.00123076923076923,0,0.00615384615384615,5,152.42330933,-21.94807434,TRUE
"Pith Reef (18-033)",0.04,0,0.24,6,147.01611328,-18.20892143,TRUE
"Pixie Reef (16-040)",0.030187074829932,0,0.208333333333333,14,145.86245728,-16.54697227,TRUE
"Plaster Reef (19-147)",0.0116666666666667,0,0.05,6,149.66975403,-19.62962532,TRUE
"Pollux Reef (19-027)",1.04308823529412,0.0625,4.8,5,148.30413818,-19.04730606,TRUE
"Pompey Reef (No 1) (20-351a)",0,0,0,10,150.53518677,-20.9407692,TRUE
"Pompey Reef (No 2) (20-351b)",0,0,0,10,150.52845764,-20.98368073,TRUE
"Potter Reef (No 1) (17-059a)",0.895267857472927,0.0333333333333333,5.8,13,146.54440308,-17.69752693,TRUE
"Poulson Reef (21-548)",0.0238095238095238,0,0.0952380952380952,4,152.45889282,-21.93623352,TRUE
"Prawn Reef (19-024)",0.0119247952106826,0,0.0447761194029851,9,148.09669495,-19.02057266,FALSE
"Quoin Reef (12-027)",0.24702380952381,0.0714285714285714,1,8,143.49861145,-12.4230938,TRUE
"Rachel Carson Reef (15-092)",0,0,0,9,145.81944275,-15.82970524,TRUE
"Rafter Reef (19-146)",0,0,0,7,149.6325531,-19.61058044,TRUE
"Rebe Reef (19-209)",0,0,0,21,150.15289307,-19.79887581,TRUE
"Recreation Reef (21-501)",0.189689921040446,0.103968253968254,0.518796992481203,6,152.44134521,-21.6783886,FALSE
"Reg Ward Reef (18-017)",0.00796825396825397,0.00793650793650794,0.016,4,146.7850647,-18.03201485,TRUE
"Rib Reef (18-032)",0.818364031362181,0,8.54545454545454,34,146.8711853,-18.48267555,FALSE
"Ribbon No 1 Reef (15-080)",0,0,0,9,145.80508423,-15.60583305,TRUE
"Ribbon No 10 Reef (14-146)",0,0,0,4,145.69813538,-14.82720089,TRUE
"Ribbon No 2 Reef (No 1) (15-075a)",0,0,0,6,145.79620361,-15.55718899,TRUE
"Ribbon No 3 Reef (15-050)",0,0,0,11,145.80554199,-15.48834705,TRUE
"Ribbon No 4 Reef (15-046)",0,0,0,7,145.8008728,-15.43488216,TRUE
"Ribbon No 5 Reef (15-038)",0,0,0,6,145.78292847,-15.36378002,TRUE
"Ribbon No 6 Reef (15-032)",0,0,0,9,145.75184631,-15.28094673,TRUE
"Ribbon No 7 Reef (15-026)",0,0,0,4,145.7383728,-15.18930244,TRUE
"Ribbon No 8 Reef (15-021a)",0,0,0,5,145.72372437,-15.07281303,TRUE
"Ribbon No 9 Reef (14-154)",0,0,0,12,145.70335388,-14.99295044,TRUE
"Rocky Islets Reef (14-132a)",0.57608764436007,0.00581395348837209,3.24489795918367,6,145.47993469,-14.85496998,TRUE
"Rodda Reef (13-127)",0.0999249497369798,0,1.13888888888889,26,144.35662842,-13.92119122,TRUE
"Rosser Reef (15-081)",0.186130258390828,0,1.20779220779221,13,145.51507568,-15.60728073,TRUE
"Round-Russell Reef (17-013)",0.0132107023411371,0,0.0833333333333333,13,146.09152222,-17.22398567,TRUE
"Roxburgh Reef (18-042)",0,0,0,14,147.05809021,-18.43182755,TRUE
"Ruby Reef (15-088)",0,0,0,12,145.78079224,-15.74977016,TRUE
"Rudder Reef (16-023)",0.20750952475319,0,1.70434782608696,17,145.69342041,-16.19220161,TRUE
"Sanctuary Reef (22-109)",0.690730335806638,0.385964912280702,2.92517006802721,7,152.67567444,-22.06676674,TRUE
"Sand Bank No 1 Reef (14-045)",0,0,0,10,144.89193726,-14.20033455,TRUE
"Sand Bank No 8 Reef (13-056)",0,0,0,6,143.96214294,-13.36719513,TRUE
"Sandshoe Reef (22-133)",4.54724176891088,1.51809464893288,15.1527777777778,4,152.75704956,-22.20902634,FALSE
"Saville-Kent Reef (18-099)",0.399460575657466,0,4.94444444444444,14,147.88334656,-18.85930061,TRUE
"Saxon Reef (16-032)",0.00128369704749679,0,0.024390243902439,19,145.99028015,-16.46511841,TRUE
"Scott Reef (17-004)",0.0986113278202528,0,0.913793103448276,13,146.18499756,-17.07360649,TRUE
"Second Small Reef (12-098)",0,0,0,7,143.79449463,-12.58212376,TRUE
"Shell Reef (19-028)",2.11592962592963,0.0476190476190476,20.2222222222222,11,148.18159485,-19.05929375,TRUE
"Showers Reef (19-076)",0.126688815060908,0,0.790697674418605,10,148.89859009,-19.49141884,TRUE
"Shrimp Reef (18-118)",0.205841161051173,0.0157490079365079,3.27450980392157,18,148.05303955,-18.96915054,TRUE
"Sinker Reef (19-133)",0.0142857142857143,0,0.1,7,149.19891357,-19.71930695,TRUE
"Sir Charles Hardy Islands Reef (11-184c)",0.149337629788758,0.0238095238095238,0.738095238095238,7,143.4964447,-11.91147614,TRUE
"Slate Reef (19-159)",0.00581399277051451,0,0.0303030303030303,23,149.92649841,-19.66704559,TRUE
"Small Lagoon Reef (21-572)",0.624842953447072,0,4.1304347826087,9,152.50921631,-21.87475014,TRUE
"South Direction Reef (North) (14-147a)",0.159214405199085,0.0263157894736842,1.22222222222222,9,145.52357483,-14.82437229,TRUE
"South Direction Reef (South) (14-147b)",0,0,0,5,145.52072144,-14.81170082,TRUE
"St Crispin Reef (16-019)",0.00822650684553025,0,0.188888888888889,30,145.83328247,-16.10412598,TRUE
"Stanley Reef (19-045)",1.04147439486525,0.0123456790123457,11.08,13,148.0796814,-19.29451752,TRUE
"Stapleton Reef (14-054)",0.0628286093402372,0.0135135135135135,0.302325581395349,6,144.85919189,-14.32140255,TRUE
"Startle Reefs (15-028)",0.593092757084708,0.0590070357095447,6.88524590163934,20,145.55651855,-15.20737457,TRUE
"Sudbury Reef (No 1) (17-001a)",0.0295573049407348,0.00331858407079646,0.176470588235294,8,146.2049408,-16.99837875,TRUE
"Sweetlip Reef (22-140)",1.38185977183229,0.451616266944734,4.60696517412935,4,152.73731995,-22.27070427,TRUE
"Swinger Reef (15-030)",0.438391652207442,0,4.875,19,145.53718567,-15.24224567,TRUE
"Switzer Reef (14-061)",0.0197047397047397,0.00666666666666667,0.0897435897435897,6,144.75698853,-14.36003113,TRUE
"Sykes Reef (23-054)",0.0992232353803483,0.046218487394958,0.379310344827586,7,152.03375244,-23.43322182,TRUE
"Sylvan Reef (16-017)",0.234617864405098,0,1,11,145.72079468,-16.07977295,TRUE
"Taylor Reef (17-064)",1.76780617771922,0,18.1666666666667,15,146.54951477,-17.83285522,TRUE
"Tern Reef (20-309)",2.44799484448952,0.0172413793103448,15.7058823529412,10,150.03265381,-20.90947533,TRUE
"Thetford Reef (16-068)",0.040774099598709,0,0.619047619047619,30,146.18086243,-16.80299377,TRUE
"Thomas Reef (21-497)",0,0,0,5,152.34248352,-21.66396904,TRUE
"Three Islands Reef (15-005)",0.336101398601399,0,2.13636363636364,8,145.4223938,-15.11523628,TRUE
"Tideway Reef (No 1) (19-205a)",0.00384615384615385,0,0.0192307692307692,5,149.72459412,-20.01020241,FALSE
"Tongue Reef (16-026)",0.0245615304342408,0.00259856958955276,0.149484536082474,18,145.79255676,-16.3209343,TRUE
"Trunk Reef (18-027)",0.784533624983468,0.0284237726098191,4.56976744186047,9,146.83181763,-18.35411644,TRUE
"Turner Reef (21-562)",2.89079007374476,0,24.48,21,152.5587616,-21.71955299,TRUE
"Turtle Group Reef (No 2) (14-120b)",0,0,0,4,145.1991272,-14.73466969,FALSE
"Turtle Reef (21-519)",0,0,0,4,152.38275146,-21.7998085,FALSE
"Twins Reef (East) (22-146b)",2.8125,0,11.25,4,152.56051636,-22.37986755,TRUE
"Twins Reef (West) (22-146a)",1.60294117647059,0,6.41176470588235,4,152.54454041,-22.3670311,TRUE
"Two Islands Reef (15-002)",0.472459167241776,0,3.6,14,145.44151306,-15.02282429,TRUE
"Tydeman Reef (13-133)",0,0,0,14,144.52000427,-13.98367882,TRUE
"U/N Reef (11-049)",0.223206122062829,0.0944444444444444,0.780487804878049,6,143.33546448,-11.36095428,TRUE
"U/N Reef (11-162)",0.0129032258064516,0,0.0645161290322581,5,143.29081726,-11.60404396,TRUE
"U/N Reef (12-071)",0.00757575757575758,0,0.0454545454545455,6,143.77137756,-12.48882198,TRUE
"U/N Reef (13-040)",0,0,0,6,143.94644165,-13.27411175,TRUE
"U/N Reef (13-063)",0.0476866367362657,0.032258064516129,0.137931034482759,5,143.81530762,-13.42310429,TRUE
"U/N Reef (13-121)",0,0,0,9,144.26705933,-13.78010464,TRUE
"U/N Reef (13-124)",0.0657883438589585,0.0517857142857143,0.412698412698413,22,144.07878113,-13.85309219,TRUE
"U/N Reef (14-056)",0.0142178608936851,0,0.0816326530612245,13,144.95561218,-14.32808208,TRUE
"U/N Reef (14-075)",0.0194444444444444,0,0.155555555555556,8,145.16496277,-14.28916931,TRUE
"U/N Reef (14-132b)",0.636771191544753,0.0119047619047619,3.74418604651163,6,145.52761841,-14.8655138,TRUE
"U/N Reef (14-132c)",0.466666666666667,0,2.33333333333333,5,145.48886108,-14.86948586,TRUE
"U/N Reef (14-133)",0.803272575883183,0.0340056285178236,5.78333333333333,8,145.51600647,-14.91681099,TRUE
"U/N Reef (14-142)",0,0,0,4,145.58253479,-14.73134422,TRUE
"U/N Reef (14-145)",0.31486568986569,0.0912698412698413,1.07692307692308,4,145.58654785,-14.78984928,FALSE
"U/N Reef (14-149)",0.165472233971841,0.0151549942594719,0.631578947368421,4,145.61833191,-14.84252357,TRUE
"U/N Reef (15-022)",0.764785289115646,0.0462372448979592,2.96666666666667,4,145.63641357,-15.0979948,TRUE
"U/N Reef (15-023)",0.0166666666666667,0,0.0666666666666667,4,145.67022705,-15.09437656,TRUE
"U/N Reef (15-034)",0,0,0,8,145.76364136,-15.31300926,TRUE
"U/N Reef (15-043)",0.0228384019081693,0,0.102564102564103,5,145.50831604,-15.42865181,TRUE
"U/N Reef (15-047)",0.216493540317722,0.0434782608695652,2.1,13,145.67703247,-15.46156597,FALSE
"U/N Reef (15-077)",0.526002280376289,0.0128205128205128,3.58571428571429,12,145.64950562,-15.55839443,TRUE
"U/N Reef (16-013a)",0,0,0,9,145.79371643,-16.01890564,TRUE
"U/N Reef (16-013b)",0,0,0,9,145.80805969,-16.01919937,TRUE
"U/N Reef (16-013c)",0.101851851851852,0,0.666666666666667,9,145.80764771,-16.03413773,TRUE
"U/N Reef (16-027)",0.0125,0,0.1,8,145.76490784,-16.35203362,TRUE
"U/N Reef (16-054f)",0,0,0,6,145.98852539,-16.9413929,TRUE
"U/N Reef (16-054g)",0,0,0,6,146.00166321,-16.93380928,TRUE
"U/N Reef (18-023)",9.87321667018062,0,85.8333333333333,9,146.96673584,-18.13350868,TRUE
"U/N Reef (18-025)",0.0586896551724138,0,0.19,5,146.89807129,-18.26096916,TRUE
"U/N Reef (19-131a)",0.000293427230046948,0,0.00704225352112676,24,149.36825562,-19.76073265,TRUE
"U/N Reef (19-138)",0.0203338967016993,0,0.517241379310345,28,149.42539978,-19.80061722,TRUE
"U/N Reef (19-188)",0,0,0,4,149.76205444,-19.78318405,TRUE
"U/N Reef (20-104)",0.439931512189037,0,6.52173913043478,26,149.68804932,-20.03160477,TRUE
"U/N Reef (20-348)",0.00407747196738022,0,0.036697247706422,9,150.95317078,-20.88706779,TRUE
"U/N Reef (20-353)",0.012991452991453,0,0.0769230769230769,9,150.91795349,-20.96454239,TRUE
"U/N Reef (20-354)",0.0224608724608725,0,0.0952380952380952,10,150.95201111,-20.97310638,TRUE
"U/N Reef (21-060)",0.526269560594503,0,2.95652173913043,9,150.59155273,-21.01289177,TRUE
"U/N Reef (21-062)",0.395163206947406,0.151098901098901,1.71739130434783,8,150.8651123,-21.03121948,TRUE
"U/N Reef (21-064)",0.499397860593513,0.148695652173913,1.875,10,150.77798462,-21.05713272,TRUE
"U/N Reef (21-074)",0.00774463631606489,0,0.0285714285714286,7,150.84495544,-21.15646553,TRUE
"U/N Reef (21-104)",0,0,0,5,151.23789978,-21.09609222,TRUE
"U/N Reef (21-137)",0,0,0,4,151.41903687,-21.40195084,TRUE
"U/N Reef (21-139)",0.00178197064989518,0,0.0166666666666667,12,151.46914673,-21.47309494,TRUE
"U/N Reef (21-140)",0,0,0,8,151.2865448,-21.48459435,TRUE
"U/N Reef (21-186)",0.0068342151675485,0,0.0416666666666667,7,151.79299927,-21.41065025,TRUE
"U/N Reef (21-187)",0.168045101155305,0.0529891304347826,0.642857142857143,12,151.64750671,-21.41942215,TRUE
"U/N Reef (21-245)",0.0170023842859728,0.0170952659263589,0.0350877192982456,8,152.43687439,-21.30537796,TRUE
"U/N Reef (21-266)",0,0,0,4,152.12767029,-21.43675041,FALSE
"U/N Reef (21-278)",0,0,0,7,152.54450989,-21.10451126,TRUE
"U/N Reef (21-286)",0.0283150183150183,0.0328205128205128,0.0476190476190476,4,152.51199341,-21.17564964,TRUE
"U/N Reef (21-296)",0,0,0,7,152.55335999,-21.33865738,TRUE
"U/N Reef (21-302)",0,0,0,7,152.58131409,-21.43224525,TRUE
"U/N Reef (21-460)",0,0,0,5,151.74217224,-21.71146393,TRUE
"U/N Reef (21-464)",0.0044390243902439,0,0.0121951219512195,5,151.77368164,-21.75589371,TRUE
"U/N Reef (21-465)",0.344125783606807,0.0661779324055666,1.75799086757991,6,151.88204956,-21.80438995,TRUE
"U/N Reef (21-466)",0.00381957788566364,0.00289017341040462,0.00949796472184532,4,151.98693848,-21.83785439,TRUE
"U/N Reef (21-467)",0.00155763239875389,0,0.00934579439252336,6,151.92630005,-21.8867054,TRUE
"U/N Reef (21-512)",0.0114285714285714,0,0.0571428571428571,5,152.33453369,-21.75823021,TRUE
"U/N Reef (21-526)",0.00420168067226891,0,0.0294117647058824,7,152.31219482,-21.83160782,FALSE
"U/N Reef (21-529)",0,0,0,26,152.17295837,-21.8669281,TRUE
"U/N Reef (21-539)",0,0,0,4,152.27110291,-21.94011307,TRUE
"U/N Reef (21-542)",0.0384615384615385,0.0384615384615385,0.0769230769230769,4,152.46600342,-21.91745758,TRUE
"U/N Reef (21-544)",0.00382694659600489,0,0.0134529147982063,5,152.10873413,-21.92170143,TRUE
"U/N Reef (21-550)",0.0444444444444444,0,0.533333333333333,12,152.31266785,-21.95143318,TRUE
"U/N Reef (21-551)",0.190311962453221,0.0622429278938974,0.78757225433526,6,152.0556488,-21.96060562,TRUE
"U/N Reef (21-554)",0,0,0,6,152.3745575,-21.97977829,TRUE
"U/N Reef (21-555)",4.34775128658839,1.66281279695914,14.0188679245283,4,152.23217773,-21.97902107,TRUE
"U/N Reef (21-557)",2.7297619047619,1,13.8333333333333,7,152.46405029,-21.98226166,TRUE
"U/N Reef (21-558)",0.0887472992017577,0.0188679245283019,0.358208955223881,9,152.54571533,-21.54859161,TRUE
"U/N Reef (21-591)",0.0448275862068966,0,0.448275862068966,10,150.37242126,-21.02275085,TRUE
"U/N Reef (22-084)",0.593348869481274,0,3.33766233766234,14,152.46496582,-21.99973488,TRUE
"U/N Reef (22-085)",2.72997222101022,0.0256410256410256,13.453488372093,5,152.34616089,-22.01666451,TRUE
"U/N Reef (22-088a)",0.497550302290945,0,3.67434210526316,26,152.15774536,-22.02577591,TRUE
"U/N Reef (22-110)",0.536111111111111,0.125,1.55555555555556,5,152.59646606,-22.06586647,TRUE
"U/N Reef (22-112)",1.01025641025641,0.230769230769231,3.30769230769231,7,152.59587097,-22.08454323,TRUE
"U/N Reef (22-113)",7.26015067862894,0.0434782608695652,35.7916666666667,5,152.64712524,-22.09456444,FALSE
"U/N Reef (22-114)",0.672587719298246,0.333333333333333,1.73684210526316,5,152.62452698,-22.10386276,TRUE
"U/N Reef (22-117)",3.00719280719281,0.0909090909090909,14.7142857142857,5,152.60931396,-22.12369537,FALSE
"U/N Reef (22-118)",3.23020186335404,0,16.4375,7,152.62887573,-22.12538719,TRUE
"U/N Reef (22-123)",1.96969696969697,0,7.87878787878788,4,152.59759521,-22.14977264,TRUE
"U/N Reef (22-139)",2.00833333333333,0,8.03333333333333,4,152.60469055,-22.26438522,TRUE
"U/N Reef (22-143)",1.85041694578676,0.0149253731343284,11.2658227848101,9,152.72900391,-22.32504654,TRUE
"U/N Reef (22-144)",0.803526821297625,0.110975609756098,6.76470588235294,10,152.68025208,-22.33198547,TRUE
"U/N Reef (22-147a)",2.47840073529412,1.19117647058824,7.53125,4,152.70628357,-22.36080551,TRUE
"Undine Reef (East) (16-020b)",0.0131628787878788,0,0.075,8,145.77542114,-16.11724091,TRUE
"Undine Reef (West) (16-020a)",0.0549442967969765,0,0.333333333333333,15,145.68716431,-16.12334633,TRUE
"Upolu Reef (16-046)",0.0296666666666667,0,0.133333333333333,10,145.93695068,-16.67423248,TRUE
"Vicki Harriott Reef (15-070)",0.226344086021505,0.00645161290322581,0.89247311827957,4,145.61799622,-15.50250721,TRUE
"Viper Reef (18-112)",0.012670647399421,0,0.111111111111111,16,148.15063477,-18.87314415,TRUE
"Vlasoff Reef (16-044b)",0.0788600470430108,0,1.21875,16,145.99284363,-16.65520287,TRUE
"Wade Reef (21-588)",0.106599954130916,0,1.01408450704225,12,152.64883423,-21.98545456,TRUE
"Walker Reef (18-026)",0.790730250337782,0.0328947368421053,4.24137931034483,8,146.74464417,-18.32501411,TRUE
"Wansfell Reef (19-098)",0.00242130750605327,0,0.0169491525423729,7,149.11933899,-19.50007629,TRUE
"Wardle Reef (17-032)",0.0234176985108353,0,0.224137931034483,22,146.55096436,-17.42048264,TRUE
"Wheeler Reef (18-095)",0.658632271033325,0,9.40740740740741,25,147.52622986,-18.79788971,TRUE
"Wilson Island Reef (23-050)",0.0227573313556441,0.0119047619047619,0.0869565217391304,5,151.89030457,-23.29052353,TRUE
"Wilson Reef (13-129)",0,0,0,4,144.40107727,-13.95244312,TRUE
"Wilson Reef (22-086)",1.7677033492823,0.0263157894736842,7.01818181818182,4,152.44837952,-22.01743889,FALSE
"Wistari Reef (23-053)",0.000459558823529412,0,0.00367647058823529,8,151.87670898,-23.46987534,FALSE
"Wreck Island Reef (23-051)",0,0,0,23,151.96539307,-23.33036804,TRUE
"Yamacutta Reef (17-066)",0.00593414076560144,0,0.0303030303030303,7,146.58634949,-17.88853264,TRUE
"Yankee Reef (18-074)",0.917254576104234,0.125703564727955,4.17241379310345,8,147.49894714,-18.56134033,TRUE
"Yonge Reef (14-138)",0.000235904694503421,0,0.00636942675159236,27,145.62347412,-14.59968185,TRUE
