"reefName","cotsPerTowMean","cotsPerTowMedian","nObs","x","y","area"
"Mystery Reef (21-258)",0.00409836065573771,0,4,152.01708984,-21.37743568,11814223.09
"Nathan Reef (17-035)",0.111624892460799,0.00304878048780488,10,146.51774597,-17.52473259,45877589.09
"No 10 Patches (No 2) (14-152)",0,0,11,145.68173218,-14.93192387,1809813.305
"No Name Reef (14-139)",0,0,31,145.64628601,-14.64376545,8742682.733
"Noggin Reef (17-008)",0.0200517946537407,0,14,146.46858215,-17.12631226,12425179.69
"Noreaster Reef (17-062)",0.895371913502105,0.0374331550802139,6,146.65055847,-17.77948189,44793290.81
"Norman Reef (16-030)",0.00451388888888889,0,20,145.99674988,-16.42810822,5284001.446
"Normanby-Mabel Reef (17-012)",0.00588235294117647,0,15,146.07714844,-17.20950317,970537.1152
"North Direction Reef (14-143)",0.0872963465455726,0,30,145.51068115,-14.74591541,691824.0823
"North Reef (North) (23-045a)",0,0,10,151.90402222,-23.18507195,5559120.642
"North West Island Reef (23-049)",0,0,4,151.77075195,-23.29514885,89375520.21
"Nymph Reef (14-115)",0.156659765355418,0,6,145.25215149,-14.65499687,1309630.301
"Obstruction Reef (21-552)",0.915314401622718,0.5,6,152.46665955,-21.96283913,711383.5601
"Ogilvie Reef (13-076)",0.00409836065573771,0,4,143.79095459,-13.52589226,37560882.42
"Old Reef (19-048)",5.8497435116017,0.161764705882353,5,148.08943176,-19.38344193,83373510.13
"One Tree Island Reef (23-055a)",0.0600105327471667,0,26,152.06114197,-23.4956665,28607035.58
"Opal Reef (16-025)",0.0896895579369255,0,24,145.8896637,-16.22089005,28536925.1
"Osborne Reef (13-006)",0.0583909490886235,0,10,143.62623596,-13.04178429,5728451.881
"Osterlund Reef (15-078)",0.178502879078695,0,4,145.53218079,-15.55632114,57142825.27
"Otter Reef (18-018)",0.0327456652657242,0.00253807106598985,6,146.55886841,-18.05222702,151479148.1
"Outlier Reef (19-120)",0,0,5,149.35287476,-19.54730606,7615799.827
"Oyster Reef (16-043a)",0.0273095698627614,0,11,145.93276978,-16.63996506,17708772.93
"Packer Reefs (20-145)",0.0034965034965035,0,11,150.20411682,-20.47503471,2799328.727
"Pasco Reef (15-018)",0.158937198067633,0,5,145.53305054,-15.04456997,2490762.691
"Pearson Reef (11-211)",0.0622561154560465,0,11,143.71586609,-11.56678677,3370359.247
"Peart Reef (17-024)",0.257539192833311,0,17,146.39112854,-17.48226547,16621028.28
"Pelican Island Reef (13-107)",0,0,6,143.84161377,-13.91487694,4186325.186
"Pellowe Reef (16-070)",0,0,6,146.35768127,-16.85753441,8083862.979
"Penrith Reef (21-025)",0,0,5,149.89796448,-21.01667213,4112704.395
"Pickersgill Reef (15-093)",0.142463078391979,0,24,145.57443237,-15.87277699,18820498.55
"Pike Reef (21-549)",0.00123076923076923,0,5,152.42330933,-21.94807434,14918809.17
"Pith Reef (18-033)",0.04,0,6,147.01611328,-18.20892143,27019362.66
"Pixie Reef (16-040)",0.030187074829932,0,14,145.86245728,-16.54697227,608856.8263
"Plaster Reef (19-147)",0.0116666666666667,0,6,149.66975403,-19.62962532,16329735.06
"Pollux Reef (19-027)",1.04308823529412,0.0625,5,148.30413818,-19.04730606,10251123.4
"Pompey Reef (No 1) (20-351a)",0,0,10,150.53518677,-20.9407692,20636628.9
"Pompey Reef (No 2) (20-351b)",0,0,10,150.52845764,-20.98368073,8329974.813
"Potter Reef (No 1) (17-059a)",0.895267857472927,0.0333333333333333,13,146.54440308,-17.69752693,20678255.56
"Poulson Reef (21-548)",0.0238095238095238,0,4,152.45889282,-21.93623352,3125462.973
"Prawn Reef (19-024)",0.0119247952106826,0,9,148.09669495,-19.02057266,31211308.04
"Quoin Reef (12-027)",0.24702380952381,0.0714285714285714,8,143.49861145,-12.4230938,31250694.17
"Rachel Carson Reef (15-092)",0,0,9,145.81944275,-15.82970524,6466316.886
"Rafter Reef (19-146)",0,0,7,149.6325531,-19.61058044,11271248.13
"Rebe Reef (19-209)",0,0,21,150.15289307,-19.79887581,7452974.707
"Recreation Reef (21-501)",0.189689921040446,0.103968253968254,6,152.44134521,-21.6783886,5060113.928
"Reg Ward Reef (18-017)",0.00796825396825397,0.00793650793650794,4,146.7850647,-18.03201485,3141819.953
"Rib Reef (18-032)",0.818364031362181,0,34,146.8711853,-18.48267555,10444160.9
"Ribbon No 1 Reef (15-080)",0,0,9,145.80508423,-15.60583305,3483791.342
"Ribbon No 10 Reef (14-146)",0,0,4,145.69813538,-14.82720089,133912404
"Ribbon No 2 Reef (No 1) (15-075a)",0,0,6,145.79620361,-15.55718899,11966234.46
"Ribbon No 3 Reef (15-050)",0,0,11,145.80554199,-15.48834705,11994023.03
"Ribbon No 4 Reef (15-046)",0,0,7,145.8008728,-15.43488216,10036879.82
"Ribbon No 5 Reef (15-038)",0,0,6,145.78292847,-15.36378002,10272046.28
"Ribbon No 6 Reef (15-032)",0,0,9,145.75184631,-15.28094673,9565399.362
"Ribbon No 7 Reef (15-026)",0,0,4,145.7383728,-15.18930244,17563467.41
"Ribbon No 8 Reef (15-021a)",0,0,5,145.72372437,-15.07281303,16402058.94
"Ribbon No 9 Reef (14-154)",0,0,12,145.70335388,-14.99295044,21525626.45
"Rocky Islets Reef (14-132a)",0.57608764436007,0.00581395348837209,6,145.47993469,-14.85496998,6132186.481
"Rodda Reef (13-127)",0.0999249497369798,0,26,144.35662842,-13.92119122,5290743.702
"Rosser Reef (15-081)",0.186130258390828,0,13,145.51507568,-15.60728073,9599238.615
"Round-Russell Reef (17-013)",0.0132107023411371,0,13,146.09152222,-17.22398567,963189.6845
"Roxburgh Reef (18-042)",0,0,14,147.05809021,-18.43182755,23629780.53
"Ruby Reef (15-088)",0,0,12,145.78079224,-15.74977016,16825393.43
"Rudder Reef (16-023)",0.20750952475319,0,17,145.69342041,-16.19220161,48878669.85
"Sanctuary Reef (22-109)",0.690730335806638,0.385964912280702,7,152.67567444,-22.06676674,7831692.228
"Sand Bank No 1 Reef (14-045)",0,0,10,144.89193726,-14.20033455,6083884.332
"Sand Bank No 8 Reef (13-056)",0,0,6,143.96214294,-13.36719513,2586177.369
"Sandshoe Reef (22-133)",4.54724176891088,1.51809464893288,4,152.75704956,-22.20902634,6414884.109
"Saville-Kent Reef (18-099)",0.399460575657466,0,14,147.88334656,-18.85930061,23939323.95
"Saxon Reef (16-032)",0.00128369704749679,0,19,145.99028015,-16.46511841,2869354.33
"Scott Reef (17-004)",0.0986113278202528,0,13,146.18499756,-17.07360649,19407515.24
"Second Small Reef (12-098)",0,0,7,143.79449463,-12.58212376,1441899.118
"Shell Reef (19-028)",2.11592962592963,0.0476190476190476,11,148.18159485,-19.05929375,3584812.631
"Showers Reef (19-076)",0.126688815060908,0,10,148.89859009,-19.49141884,8205639.444
"Shrimp Reef (18-118)",0.205841161051173,0.0157490079365079,18,148.05303955,-18.96915054,36721011.59
"Sinker Reef (19-133)",0.0142857142857143,0,7,149.19891357,-19.71930695,355143.3677
"Sir Charles Hardy Islands Reef (11-184c)",0.149337629788758,0.0238095238095238,7,143.4964447,-11.91147614,195405908.7
"Slate Reef (19-159)",0.00581399277051451,0,23,149.92649841,-19.66704559,3773037.161
"Small Lagoon Reef (21-572)",0.624842953447072,0,9,152.50921631,-21.87475014,5822345.699
"South Direction Reef (North) (14-147a)",0.159214405199085,0.0263157894736842,9,145.52357483,-14.82437229,1997546.579
"South Direction Reef (South) (14-147b)",0,0,5,145.52072144,-14.81170082,1327215.174
"St Crispin Reef (16-019)",0.00822650684553025,0,30,145.83328247,-16.10412598,42825358.34
"Stanley Reef (19-045)",1.04147439486525,0.0123456790123457,13,148.0796814,-19.29451752,69544882.49
"Stapleton Reef (14-054)",0.0628286093402372,0.0135135135135135,6,144.85919189,-14.32140255,5344979.638
"Startle Reefs (15-028)",0.593092757084708,0.0590070357095447,20,145.55651855,-15.20737457,21220597.02
"Sudbury Reef (No 1) (17-001a)",0.0295573049407348,0.00331858407079646,8,146.2049408,-16.99837875,89676168.6
"Sweetlip Reef (22-140)",1.38185977183229,0.451616266944734,4,152.73731995,-22.27070427,21807939.55
"Swinger Reef (15-030)",0.438391652207442,0,19,145.53718567,-15.24224567,5268762.679
"Switzer Reef (14-061)",0.0197047397047397,0.00666666666666667,6,144.75698853,-14.36003113,15863161.31
"Sykes Reef (23-054)",0.0992232353803483,0.046218487394958,7,152.03375244,-23.43322182,18800800
"Sylvan Reef (16-017)",0.234617864405098,0,11,145.72079468,-16.07977295,1290414
"Taylor Reef (17-064)",1.76780617771922,0,15,146.54951477,-17.83285522,17939722.88
"Tern Reef (20-309)",2.44799484448952,0.0172413793103448,10,150.03265381,-20.90947533,3078293.992
"Thetford Reef (16-068)",0.040774099598709,0,30,146.18086243,-16.80299377,12838840.4
"Thomas Reef (21-497)",0,0,5,152.34248352,-21.66396904,26563742.63
"Three Islands Reef (15-005)",0.336101398601399,0,8,145.4223938,-15.11523628,1653061.675
"Tideway Reef (No 1) (19-205a)",0.00384615384615385,0,5,149.72459412,-20.01020241,15225524.12
"Tongue Reef (16-026)",0.0245615304342408,0.00259856958955276,18,145.79255676,-16.3209343,260078755
"Trunk Reef (18-027)",0.784533624983468,0.0284237726098191,9,146.83181763,-18.35411644,121503180.5
"Turner Reef (21-562)",2.73415033214898,0,20,152.5587616,-21.71955299,9676211.384
"Turtle Group Reef (No 2) (14-120b)",0,0,4,145.1991272,-14.73466969,790924.6745
"Turtle Reef (21-519)",0,0,4,152.38275146,-21.7998085,15765703.39
"Twins Reef (East) (22-146b)",2.8125,0,4,152.56051636,-22.37986755,2655245.457
"Twins Reef (West) (22-146a)",1.60294117647059,0,4,152.54454041,-22.3670311,7318108.976
"Two Islands Reef (15-002)",0.472459167241776,0,14,145.44151306,-15.02282429,1876194.975
"Tydeman Reef (13-133)",0,0,14,144.52000427,-13.98367882,13744350.94
"U/N Reef (11-049)",0.223206122062829,0.0944444444444444,6,143.33546448,-11.36095428,3977814.943
"U/N Reef (11-162)",0.0129032258064516,0,5,143.29081726,-11.60404396,3417309.93
"U/N Reef (12-071)",0.00757575757575758,0,6,143.77137756,-12.48882198,2603146.179
"U/N Reef (13-040)",0,0,6,143.94644165,-13.27411175,4417884.015
"U/N Reef (13-063)",0.0476866367362657,0.032258064516129,5,143.81530762,-13.42310429,21421037.51
"U/N Reef (13-121)",0,0,9,144.26705933,-13.78010464,4342084.64
"U/N Reef (13-124)",0.0657883438589585,0.0517857142857143,22,144.07878113,-13.85309219,20697087.62
"U/N Reef (14-056)",0.0142178608936851,0,13,144.95561218,-14.32808208,12187890.17
"U/N Reef (14-075)",0.0194444444444444,0,8,145.16496277,-14.28916931,8736482.79
"U/N Reef (14-132b)",0.636771191544753,0.0119047619047619,6,145.52761841,-14.8655138,6753804.563
"U/N Reef (14-132c)",0.466666666666667,0,5,145.48886108,-14.86948586,182281.3867
"U/N Reef (14-133)",0.803272575883183,0.0340056285178236,8,145.51600647,-14.91681099,5581242.029
"U/N Reef (14-142)",0,0,4,145.58253479,-14.73134422,513892.0925
"U/N Reef (14-145)",0.31486568986569,0.0912698412698413,4,145.58654785,-14.78984928,6125076.791
"U/N Reef (14-149)",0.165472233971841,0.0151549942594719,4,145.61833191,-14.84252357,54990690.1
"U/N Reef (15-022)",0.764785289115646,0.0462372448979592,4,145.63641357,-15.0979948,5891840.481
"U/N Reef (15-023)",0.0166666666666667,0,4,145.67022705,-15.09437656,3683941.152
"U/N Reef (15-034)",0,0,8,145.76364136,-15.31300926,4083649.578
"U/N Reef (15-043)",0.0228384019081693,0,5,145.50831604,-15.42865181,31948904.45
"U/N Reef (15-047)",0.216493540317722,0.0434782608695652,13,145.67703247,-15.46156597,4453618.332
"U/N Reef (15-077)",0.526002280376289,0.0128205128205128,12,145.64950562,-15.55839443,6254870.722
"U/N Reef (16-013a)",0,0,9,145.79371643,-16.01890564,432974.0331
"U/N Reef (16-013b)",0,0,9,145.80805969,-16.01919937,361079.8609
"U/N Reef (16-013c)",0.101851851851852,0,9,145.80764771,-16.03413773,85394.52694
"U/N Reef (16-027)",0.0125,0,8,145.76490784,-16.35203362,5450558.451
"U/N Reef (16-054f)",0,0,6,145.98852539,-16.9413929,173154.3604
"U/N Reef (16-054g)",0,0,6,146.00166321,-16.93380928,46331.45281
"U/N Reef (18-023)",9.87321667018062,0,9,146.96673584,-18.13350868,4305295.033
"U/N Reef (18-025)",0.0586896551724138,0,5,146.89807129,-18.26096916,4787176.638
"U/N Reef (19-131a)",0.000293427230046948,0,24,149.36825562,-19.76073265,4098328.542
"U/N Reef (19-138)",0.0203338967016993,0,28,149.42539978,-19.80061722,2656204.631
"U/N Reef (19-188)",0,0,4,149.76205444,-19.78318405,3836067.384
"U/N Reef (20-104)",0.439931512189037,0,26,149.68804932,-20.03160477,2723310.653
"U/N Reef (20-348)",0.00407747196738022,0,9,150.95317078,-20.88706779,12876854.35
"U/N Reef (20-353)",0.012991452991453,0,9,150.91795349,-20.96454239,7311372.968
"U/N Reef (20-354)",0.0224608724608725,0,10,150.95201111,-20.97310638,1137262.411
"U/N Reef (21-060)",0.526269560594503,0,9,150.59155273,-21.01289177,1618848.008
"U/N Reef (21-062)",0.395163206947406,0.151098901098901,8,150.8651123,-21.03121948,5051734.957
"U/N Reef (21-064)",0.499397860593513,0.148695652173913,10,150.77798462,-21.05713272,2418481.06
"U/N Reef (21-074)",0.00774463631606489,0,7,150.84495544,-21.15646553,4977053.473
"U/N Reef (21-104)",0,0,5,151.23789978,-21.09609222,18728997.45
"U/N Reef (21-137)",0,0,4,151.41903687,-21.40195084,1881109.31
"U/N Reef (21-139)",0.00178197064989518,0,12,151.46914673,-21.47309494,14339010.37
"U/N Reef (21-140)",0,0,8,151.2865448,-21.48459435,5733526.44
"U/N Reef (21-186)",0.0068342151675485,0,7,151.79299927,-21.41065025,13602022.74
"U/N Reef (21-187)",0.168045101155305,0.0529891304347826,12,151.64750671,-21.41942215,17119863.37
"U/N Reef (21-245)",0.0170023842859728,0.0170952659263589,8,152.43687439,-21.30537796,4733923.363
"U/N Reef (21-266)",0,0,4,152.12767029,-21.43675041,9418545.46
"U/N Reef (21-278)",0,0,7,152.54450989,-21.10451126,3583276.24
"U/N Reef (21-286)",0.0283150183150183,0.0328205128205128,4,152.51199341,-21.17564964,5331318.919
"U/N Reef (21-296)",0,0,7,152.55335999,-21.33865738,6047972.799
"U/N Reef (21-302)",0,0,7,152.58131409,-21.43224525,4572939.777
"U/N Reef (21-460)",0,0,5,151.74217224,-21.71146393,21827965.65
"U/N Reef (21-464)",0.0044390243902439,0,5,151.77368164,-21.75589371,11413621.98
"U/N Reef (21-465)",0.344125783606807,0.0661779324055666,6,151.88204956,-21.80438995,32416108.82
"U/N Reef (21-466)",0.00381957788566364,0.00289017341040462,4,151.98693848,-21.83785439,24010089.54
"U/N Reef (21-467)",0.00155763239875389,0,6,151.92630005,-21.8867054,10462782.89
"U/N Reef (21-512)",0.0114285714285714,0,5,152.33453369,-21.75823021,11853774.6
"U/N Reef (21-526)",0.00420168067226891,0,7,152.31219482,-21.83160782,20257809.49
"U/N Reef (21-529)",0,0,26,152.17295837,-21.8669281,6721661.821
"U/N Reef (21-539)",0,0,4,152.27110291,-21.94011307,16567354.6
"U/N Reef (21-542)",0.0384615384615385,0.0384615384615385,4,152.46600342,-21.91745758,3083956.373
"U/N Reef (21-544)",0.00382694659600489,0,5,152.10873413,-21.92170143,20325067.31
"U/N Reef (21-550)",0.0444444444444444,0,12,152.31266785,-21.95143318,7869827.092
"U/N Reef (21-551)",0.190311962453221,0.0622429278938974,6,152.0556488,-21.96060562,21972997
"U/N Reef (21-554)",0,0,5,152.3745575,-21.97977829,10155829.02
"U/N Reef (21-555)",4.34775128658839,1.66281279695914,4,152.23217773,-21.97902107,8842924.296
"U/N Reef (21-557)",2.7297619047619,1,7,152.46405029,-21.98226166,161294.8276
"U/N Reef (21-558)",0.0887472992017577,0.0188679245283019,9,152.54571533,-21.54859161,8901404.591
"U/N Reef (21-591)",0.0448275862068966,0,10,150.37242126,-21.02275085,5728112.526
"U/N Reef (22-084)",0.593348869481274,0,14,152.46496582,-21.99973488,1518669.479
"U/N Reef (22-085)",2.72997222101022,0.0256410256410256,5,152.34616089,-22.01666451,4336902.435
"U/N Reef (22-088a)",0.497550302290945,0,26,152.15774536,-22.02577591,16585889.85
"U/N Reef (22-110)",0.536111111111111,0.125,5,152.59646606,-22.06586647,669306.2857
"U/N Reef (22-112)",1.01025641025641,0.230769230769231,7,152.59587097,-22.08454323,1318499.231
"U/N Reef (22-113)",7.26015067862894,0.0434782608695652,5,152.64712524,-22.09456444,1728330.225
"U/N Reef (22-114)",0.672587719298246,0.333333333333333,5,152.62452698,-22.10386276,1212320.191
"U/N Reef (22-117)",3.00719280719281,0.0909090909090909,5,152.60931396,-22.12369537,1450629.644
"U/N Reef (22-118)",3.23020186335404,0,7,152.62887573,-22.12538719,2824314.699
"U/N Reef (22-123)",1.96969696969697,0,4,152.59759521,-22.14977264,5308845.103
"U/N Reef (22-139)",2.00833333333333,0,4,152.60469055,-22.26438522,6325865.994
"U/N Reef (22-143)",1.85041694578676,0.0149253731343284,9,152.72900391,-22.32504654,8495924.395
"U/N Reef (22-144)",0.803526821297625,0.110975609756098,10,152.68025208,-22.33198547,4812431.534
"U/N Reef (22-147a)",2.47840073529412,1.19117647058824,4,152.70628357,-22.36080551,2993877.058
"Undine Reef (East) (16-020b)",0.0131628787878788,0,8,145.77542114,-16.11724091,19062893.01
"Undine Reef (West) (16-020a)",0.0549442967969765,0,15,145.68716431,-16.12334633,34946657.95
"Upolu Reef (16-046)",0.0296666666666667,0,10,145.93695068,-16.67423248,14686240.78
"Vicki Harriott Reef (15-070)",0.226344086021505,0.00645161290322581,4,145.61799622,-15.50250721,12300970.02
"Viper Reef (18-112)",0.012670647399421,0,16,148.15063477,-18.87314415,2474707.379
"Vlasoff Reef (16-044b)",0.0788600470430108,0,16,145.99284363,-16.65520287,9685979.495
"Wade Reef (21-588)",0.106599954130916,0,12,152.64883423,-21.98545456,2154729.666
"Walker Reef (18-026)",0.790730250337782,0.0328947368421053,8,146.74464417,-18.32501411,27887488.96
"Wansfell Reef (19-098)",0.00242130750605327,0,7,149.11933899,-19.50007629,4927024.463
"Wardle Reef (17-032)",0.0234176985108353,0,22,146.55096436,-17.42048264,12201072.07
"Wheeler Reef (18-095)",0.658632271033325,0,25,147.52622986,-18.79788971,2904542.034
"Wilson Island Reef (23-050)",0.0227573313556441,0.0119047619047619,5,151.89030457,-23.29052353,47188198.74
"Wilson Reef (13-129)",0,0,4,144.40107727,-13.95244312,16370303.58
"Wilson Reef (22-086)",1.7677033492823,0.0263157894736842,4,152.44837952,-22.01743889,3088348.927
"Wistari Reef (23-053)",0.000459558823529412,0,8,151.87670898,-23.46987534,37097610.74
"Wreck Island Reef (23-051)",0,0,23,151.96539307,-23.33036804,10816970.26
"Yamacutta Reef (17-066)",0.00593414076560144,0,7,146.58634949,-17.88853264,62553682.39
"Yankee Reef (18-074)",0.917254576104234,0.125703564727955,8,147.49894714,-18.56134033,6683161.008
"Yonge Reef (14-138)",0.000235904694503421,0,27,145.62347412,-14.59968185,13116466.24
